user_id,product_id,Quantity,rating
10178,P100029,3,2
10178,P100079,1,1
10178,P100139,3,2
10178,P100316,3,2
10178,P100483,4,3
10179,P100035,3,2
10179,P100053,3,2
10179,P100083,3,2
10179,P100124,2,2
10179,P100167,4,3
10179,P100214,8,4
10179,P100221,2,2
10179,P100235,4,3
10180,P100011,1,1
10180,P100066,3,2
10180,P100179,3,2
10180,P100180,4,3
10180,P100236,3,2
10180,P100271,5,3
10181,P100069,6,3
10181,P100174,6,3
10181,P100412,2,2
10182,P100088,5,3
10182,P100217,3,2
10182,P100377,3,2
10182,P100492,3,2
10183,P100148,4,3
10183,P100170,4,3
10183,P100181,2,2
10183,P100270,1,1
10183,P100381,2,2
10184,P100469,4,3
10184,P100480,4,3
10185,P100025,2,2
10185,P100082,4,3
10185,P100131,3,2
10185,P100147,4,3
10185,P100169,3,2
10185,P100356,2,2
10185,P100433,6,3
10186,P100036,1,1
10186,P100070,2,2
10186,P100146,4,3
10186,P100198,1,1
10186,P100226,2,2
10186,P100306,4,3
10186,P100499,3,2
10187,P100118,3,2
10187,P100214,4,3
10188,P100052,5,3
10188,P100167,2,2
10188,P100296,2,2
10188,P100451,5,3
10189,P100023,3,2
10189,P100029,4,3
10189,P100170,1,1
10189,P100215,2,2
10190,P100207,7,4
10190,P100471,4,3
10191,P100042,2,2
10191,P100138,2,2
10191,P100151,2,2
10191,P100375,3,2
10191,P100489,1,1
10192,P100033,2,2
10192,P100224,2,2
10192,P100331,2,2
10193,P100139,2,2
10193,P100231,4,3
10193,P100281,2,2
10193,P100289,3,2
10194,P100011,3,2
10194,P100041,2,2
10194,P100049,3,2
10194,P100221,2,2
10194,P100415,2,2
10194,P100438,4,3
10195,P100146,6,3
10195,P100293,3,2
10195,P100314,3,2
10195,P100393,1,1
10196,P100004,3,2
10196,P100036,4,3
10196,P100131,2,2
10196,P100144,1,1
10196,P100196,2,2
10197,P100010,2,2
10197,P100046,2,2
10197,P100082,3,2
10197,P100286,2,2
10197,P100288,4,3
10197,P100371,2,2
10197,P100405,3,2
10197,P100457,2,2
10198,P100187,3,2
10198,P100266,4,3
10198,P100328,2,2
10199,P100095,3,2
10199,P100195,2,2
10199,P100467,2,2
10199,P100486,4,3
10200,P100127,3,2
10200,P100201,2,2
10200,P100231,2,2
10200,P100274,3,2
10201,P100014,2,2
10201,P100305,2,2
10201,P100364,3,2
10202,P100001,1,1
10202,P100078,3,2
10202,P100081,3,2
10202,P100170,2,2
10202,P100173,1,1
10202,P100255,7,4
10202,P100295,4,3
10202,P100305,1,1
10202,P100416,3,2
10202,P100426,2,2
10202,P100452,2,2
10203,P100085,3,2
10203,P100226,5,3
10203,P100426,6,3
10203,P100465,3,2
10204,P100327,1,1
10204,P100440,2,2
10205,P100049,2,2
10205,P100142,5,3
10205,P100153,2,2
10205,P100246,3,2
10205,P100276,2,2
10205,P100400,3,2
10206,P100122,4,3
10206,P100340,3,2
10206,P100351,1,1
10207,P100065,2,2
10207,P100139,4,3
10207,P100244,3,2
10207,P100398,3,2
10207,P100490,1,1
10208,P100372,5,3
10208,P100458,1,1
10208,P100469,2,2
10208,P100498,2,2
10209,P100171,2,2
10209,P100185,1,1
10209,P100238,4,3
10209,P100243,3,2
10209,P100329,1,1
10209,P100356,3,2
10209,P100386,2,2
10210,P100082,6,3
10210,P100274,2,2
10210,P100431,3,2
10211,P100032,1,1
10211,P100065,7,4
10211,P100240,4,3
10211,P100300,3,2
10212,P100118,2,2
10212,P100146,2,2
10212,P100294,5,3
10212,P100360,2,2
10212,P100431,2,2
10212,P100462,2,2
10213,P100129,5,3
10213,P100373,1,1
10213,P100448,6,3
10213,P100450,4,3
10213,P100481,4,3
10214,P100019,5,3
10214,P100033,4,3
10214,P100279,6,3
10214,P100283,4,3
10214,P100441,2,2
10214,P100460,2,2
10215,P100048,2,2
10215,P100074,4,3
10215,P100125,1,1
10215,P100231,5,3
10215,P100320,2,2
10215,P100328,2,2
10216,P100043,3,2
10216,P100136,3,2
10216,P100445,6,3
10217,P100175,4,3
10217,P100493,4,3
10218,P100097,4,3
10218,P100318,3,2
10218,P100471,2,2
10219,P100095,3,2
10219,P100164,1,1
10219,P100191,3,2
10219,P100199,3,2
10219,P100220,2,2
10219,P100244,3,2
10219,P100391,2,2
10221,P100094,2,2
10221,P100149,6,3
10221,P100168,4,3
10221,P100270,3,2
10221,P100272,4,3
10221,P100317,3,2
10221,P100382,3,2
10222,P100050,2,2
10222,P100098,4,3
10222,P100228,4,3
10222,P100322,2,2
10222,P100392,4,3
10222,P100405,2,2
10223,P100006,3,2
10223,P100069,2,2
10223,P100128,2,2
10223,P100174,4,3
10223,P100232,3,2
10223,P100284,3,2
10223,P100387,2,2
10223,P100460,3,2
10224,P100386,3,2
10225,P100347,2,2
10225,P100388,1,1
10225,P100430,2,2
10226,P100134,4,3
10226,P100223,2,2
10227,P100113,6,3
10227,P100167,3,2
10227,P100209,4,3
10227,P100277,3,2
10227,P100328,3,2
10228,P100160,3,2
10228,P100220,3,2
10228,P100435,2,2
10228,P100453,6,3
10228,P100472,5,3
10229,P100035,4,3
10229,P100474,3,2
10230,P100405,2,2
10231,P100078,2,2
10231,P100118,3,2
10231,P100228,4,3
10231,P100248,4,3
10231,P100249,1,1
10231,P100289,3,2
10231,P100339,3,2
10232,P100045,4,3
10232,P100072,1,1
10232,P100212,3,2
10232,P100247,2,2
10232,P100274,4,3
10232,P100280,3,2
10232,P100290,6,3
10232,P100339,2,2
10232,P100386,5,3
10233,P100048,2,2
10233,P100049,2,2
10233,P100239,3,2
10233,P100265,4,3
10233,P100353,2,2
10234,P100064,2,2
10234,P100091,5,3
10234,P100235,3,2
10234,P100278,5,3
10234,P100363,2,2
10235,P100075,4,3
10235,P100213,2,2
10235,P100264,1,1
10235,P100293,2,2
10235,P100356,4,3
10235,P100422,5,3
10236,P100170,6,3
10236,P100375,5,3
10236,P100394,4,3
10236,P100398,7,4
10236,P100490,1,1
10237,P100049,2,2
10237,P100171,3,2
10237,P100183,4,3
10237,P100196,4,3
10237,P100227,2,2
10237,P100257,2,2
10237,P100323,4,3
10237,P100329,3,2
10238,P100003,3,2
10238,P100395,1,1
10238,P100465,3,2
10238,P100482,3,2
10239,P100259,5,3
10239,P100282,4,3
10240,P100002,4,3
10240,P100013,1,1
10240,P100193,4,3
10240,P100384,3,2
10241,P100151,1,1
10241,P100215,1,1
10241,P100353,5,3
10241,P100421,3,2
10241,P100486,3,2
10242,P100133,4,3
10242,P100207,1,1
10242,P100267,4,3
10242,P100392,2,2
10242,P100462,3,2
10243,P100007,5,3
10243,P100012,3,2
10243,P100164,2,2
10243,P100204,3,2
10243,P100240,2,2
10243,P100262,2,2
10244,P100273,3,2
10244,P100275,3,2
10245,P100071,2,2
10245,P100078,2,2
10245,P100108,4,3
10245,P100125,3,2
10245,P100217,1,1
10245,P100425,1,1
10245,P100447,4,3
10246,P100158,2,2
10246,P100322,3,2
10246,P100394,1,1
10247,P100179,3,2
10247,P100233,6,3
10247,P100252,1,1
10247,P100301,5,3
10248,P100015,7,4
10248,P100021,6,3
10248,P100119,3,2
10248,P100271,3,2
10248,P100316,1,1
10248,P100364,2,2
10248,P100491,2,2
10248,P100499,5,3
10249,P100025,2,2
10249,P100042,3,2
10249,P100077,3,2
10249,P100082,6,3
10249,P100174,4,3
10249,P100219,1,1
10249,P100319,3,2
10249,P100368,3,2
10250,P100101,3,2
10250,P100147,2,2
10250,P100171,1,1
10250,P100191,4,3
10250,P100205,7,4
10250,P100380,4,3
10250,P100436,4,3
10250,P100485,1,1
10250,P100490,2,2
10251,P100063,5,3
10251,P100206,6,3
10251,P100301,1,1
10251,P100395,3,2
10251,P100429,2,2
10252,P100155,3,2
10252,P100202,5,3
10252,P100230,5,3
10252,P100387,2,2
10252,P100401,3,2
10252,P100429,2,2
10253,P100156,3,2
10253,P100275,3,2
10253,P100286,2,2
10254,P100116,5,3
10254,P100125,4,3
10254,P100319,5,3
10254,P100326,1,1
10254,P100453,3,2
10254,P100460,5,3
10255,P100003,5,3
10255,P100311,5,3
10255,P100332,4,3
10256,P100068,2,2
10256,P100196,4,3
10256,P100438,2,2
10257,P100000,1,1
10257,P100091,1,1
10257,P100239,3,2
10257,P100263,5,3
10257,P100314,3,2
10257,P100404,5,3
10258,P100063,4,3
10258,P100081,4,3
10258,P100106,5,3
10258,P100127,1,1
10258,P100129,1,1
10258,P100226,6,3
10258,P100249,7,4
